Country Group,Country,indicator code,ISO,Subject Descriptor,Units,Scale,notes,2019,2020,2021,2022,FY,latitude,longitude
Emerging Asia,Malaysia,PPPEX,MYS,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",2,2,2,2,2022.0,4.210484,101.975766
Emerging Asia,Malaysia,NID_NGDP,MYS,Total investment,Percent of GDP,,"Source: National Statistics Office. From Department of Statistics Malaysia (DOS) downloaded via CEIC Latest actual data: 2022 Notes: GDP was rebased by the National Statistical Office, new base year is 2015. The official series starts in 2015. Data prior to that is spliced based on the old series. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015. Data prior to 2015 are spliced by the country team. Chain-weighted: No Primary domestic currency: Malaysian ringgit Data last updated: 09/2023",21,20,22,24,2022.0,4.210484,101.975766
Emerging Asia,Malaysia,PCPIPCH,MYS,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",1,-1,2,3,2022.0,4.210484,101.975766
Emerging Asia,Malaysia,LP,MYS,Population,Persons,Millions,Source: National Statistics Office. From Department of Statistics Malaysia (DOS) downloaded via CEIC Latest actual data: 2022 Primary domestic currency: Malaysian ringgit Data last updated: 09/2023,33,32,33,33,2022.0,4.210484,101.975766
Emerging Asia,Maldives,NGDP,MDV,"Gross domestic product, current prices",National currency,Billions,Source: Ministry of Finance or Treasury. National Bureau of Statistics Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices. Production-based measure. Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2014 Chain-weighted: No Primary domestic currency: Maldivian rufiyaa Data last updated: 08/2023,86,58,83,96,2022.0,3.202778,73.22068
Emerging Asia,Maldives,NGDPD,MDV,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",6,4,5,6,2022.0,3.202778,73.22068
Emerging Asia,Maldives,PPPEX,MDV,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",8,8,8,7,2022.0,3.202778,73.22068
Emerging Asia,Maldives,NID_NGDP,MDV,Total investment,Percent of GDP,,Source: Ministry of Finance or Treasury. National Bureau of Statistics Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices. Production-based measure. Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2014 Chain-weighted: No Primary domestic currency: Maldivian rufiyaa Data last updated: 08/2023,20,20,20,20,2022.0,3.202778,73.22068
Emerging Asia,Maldives,PCPIPCH,MDV,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",1,-2,0,3,2022.0,3.202778,73.22068
Emerging Asia,Maldives,LP,MDV,Population,Persons,Millions,Source: Department of National Planning. Latest actual data: 2014 Primary domestic currency: Maldivian rufiyaa Data last updated: 08/2023,0,0,0,0,2014.0,3.202778,73.22068
Emerging Asia,Marshall Islands,NGDP,MHL,"Gross domestic product, current prices",National currency,Billions,Source: National Statistics Office Latest actual data: FY2021/22 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: No. Fiscal year data are mapped to calendar year as follows: FY(t-1/t) = CY(t) Start/end months of reporting year: October/September. Fiscal year starts on October 1 and ends September 30. Base year: FY2014/15 Chain-weighted: No Primary domestic currency: US dollar Data last updated: 08/2023,0,0,0,0,2022.0,7.131474,171.184478
Emerging Asia,Marshall Islands,NGDPD,MHL,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0,0,0,0,2022.0,7.131474,171.184478
Emerging Asia,Marshall Islands,PPPEX,MHL,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",1,1,1,1,2022.0,7.131474,171.184478
Emerging Asia,Marshall Islands,NID_NGDP,MHL,Total investment,Percent of GDP,,,0,0,0,0,,7.131474,171.184478
Emerging Asia,Marshall Islands,PCPIPCH,MHL,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",0,-1,2,3,2022.0,7.131474,171.184478
Emerging Asia,Marshall Islands,LP,MHL,Population,Persons,Millions,Source: National Statistics Office Latest actual data: FY2021/22 Primary domestic currency: US dollar Data last updated: 08/2023,0,0,0,0,2022.0,7.131474,171.184478
Emerging Asia,Nauru,LP,NRU,Population,Persons,Millions,"Source: Nauru Bureau of Statistics, Secretariat of the Pacific Community, IMF staff estimates Latest actual data: FY2019/20 Primary domestic currency: Australian dollar Data last updated: 09/2023",0,0,0,0,2020.0,-0.522778,166.931503
Emerging Asia,Nauru,NGDP,NRU,"Gross domestic product, current prices",National currency,Billions,"Source: Nauru Authorities, IMF staff estimates Latest actual data: FY2019/20 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: No. Fiscal year data are mapped to calendar year as follows: FY(t-1/t) = CY(t) Start/end months of reporting year: July/June Base year: FY2012/13 Chain-weighted: No Primary domestic currency: Australian dollar Data last updated: 09/2023",0,0,0,0,2020.0,-0.522778,166.931503
Emerging Asia,Nauru,NGDPD,NRU,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0,0,0,0,2020.0,-0.522778,166.931503
Emerging Asia,Nauru,PPPEX,NRU,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",2,2,2,2,2020.0,-0.522778,166.931503
Emerging Asia,Nauru,NID_NGDP,NRU,Total investment,Percent of GDP,,,0,0,0,0,,-0.522778,166.931503
Emerging Asia,Nauru,PCPIPCH,NRU,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",4,1,2,5,2021.0,-0.522778,166.931503
Emerging Asia,Micronesia,NGDP,FSM,"Gross domestic product, current prices",National currency,Billions,Source: National Statistics Office Latest actual data: FY2017/18 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: No. Fiscal year data are mapped to calendar year as follows: FY(t-1/t) = CY(t) Start/end months of reporting year: October/September Base year: FY2003/04 Chain-weighted: No Primary domestic currency: US dollar Data last updated: 09/2023,0,0,0,0,2018.0,7.425554,150.550812
Emerging Asia,Micronesia,NGDPD,FSM,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0,0,0,0,2018.0,7.425554,150.550812
Emerging Asia,Micronesia,PPPEX,FSM,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",1,1,1,1,2018.0,7.425554,150.550812
Emerging Asia,Micronesia,NID_NGDP,FSM,Total investment,Percent of GDP,,,0,0,0,0,,7.425554,150.550812
Emerging Asia,Micronesia,PCPIPCH,FSM,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",2,1,2,5,2022.0,7.425554,150.550812
Emerging Asia,Micronesia,LP,FSM,Population,Persons,Millions,Source: National Statistics Office Latest actual data: FY2017/18 Primary domestic currency: US dollar Data last updated: 09/2023,0,0,0,0,2018.0,7.425554,150.550812
Emerging Asia,Mongolia,NGDP,MNG,"Gross domestic product, current prices",National currency,Billions,Source: National Statistics Office. Discrepancies rise from staff estimates based on the balance of payment data and the authorities' data on net exports at constant price. Latest actual data: 2022 Notes: Data prior to 1991 cannot be confirmed by national sources. Data after 2000 has been rebased National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: No Primary domestic currency: Mongolian tˆgrˆg Data last updated: 08/2023,37839,37453,43555,53852,2022.0,46.862496,103.846656
Emerging Asia,Mongolia,NGDPD,MNG,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",14,13,15,17,2022.0,46.862496,103.846656
Emerging Asia,Mongolia,PPPEX,MNG,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",901,923,1010,1112,2022.0,46.862496,103.846656
Emerging Asia,Mongolia,NID_NGDP,MNG,Total investment,Percent of GDP,,Source: National Statistics Office. Discrepancies rise from staff estimates based on the balance of payment data and the authorities' data on net exports at constant price. Latest actual data: 2022 Notes: Data prior to 1991 cannot be confirmed by national sources. Data after 2000 has been rebased National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: No Primary domestic currency: Mongolian tˆgrˆg Data last updated: 08/2023,36,22,37,40,2022.0,46.862496,103.846656
Emerging Asia,Mongolia,PCPIPCH,MNG,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",7,4,7,15,2022.0,46.862496,103.846656
Emerging Asia,Mongolia,LP,MNG,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2021 Primary domestic currency: Mongolian tˆgrˆg Data last updated: 08/2023,3,3,3,3,2021.0,46.862496,103.846656
Emerging Asia,Nepal,NGDP,NPL,"Gross domestic product, current prices",National currency,Billions,"Source: National Statistics Office Latest actual data: FY2022/23 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices. Data refer to fiscal years Reporting in calendar year: No. Fiscal year data are mapped to calendar year as follows: FY(t-1/t) = CY(t) Start/end months of reporting year: August/July. Fiscal year starts on July 16th, and ends July 15th the following year Base year: FY2010/11. Data prior to 2010/11 were estimated by IMF staff by using data splicing Chain-weighted: No Primary domestic currency: Nepalese rupee Data last updated: 08/2023",3859,3889,4353,4934,2023.0,28.394857,84.124008
Emerging Asia,Nepal,NGDPD,NPL,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",34,33,37,41,2023.0,28.394857,84.124008
Emerging Asia,Nepal,PPPEX,NPL,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",33,33,34,34,2023.0,28.394857,84.124008
Emerging Asia,Nepal,NID_NGDP,NPL,Total investment,Percent of GDP,,"Source: National Statistics Office Latest actual data: FY2022/23 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices. Data refer to fiscal years Reporting in calendar year: No. Fiscal year data are mapped to calendar year as follows: FY(t-1/t) = CY(t) Start/end months of reporting year: August/July. Fiscal year starts on July 16th, and ends July 15th the following year Base year: FY2010/11. Data prior to 2010/11 were estimated by IMF staff by using data splicing Chain-weighted: No Primary domestic currency: Nepalese rupee Data last updated: 08/2023",41,30,35,37,2023.0,28.394857,84.124008
