Country Group,ISO,indicator code,Country,Subject Descriptor,Units,Scale,notes,2019,2020,2021,2022,FY
Emerging Middle East,ARM,LP,Armenia,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2020 Primary domestic currency: Armenian dram Data last updated: 09/2023,3,3,3,3,2020.0
Emerging Middle East,AZE,NGDP,Azerbaijan,"Gross domestic product, current prices",National currency,Billions,"Source: National Statistics Office Latest actual data: 2022 Notes: Data prior to 2001 cannot be confirmed at this time. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: Yes, from 1994 Primary domestic currency: Azerbaijan manat Data last updated: 09/2023",82,73,93,134,2022.0
Emerging Middle East,AZE,NGDPD,Azerbaijan,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",48,43,55,79,2022.0
Emerging Middle East,AZE,PPPEX,Azerbaijan,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",1,0,1,1,2022.0
Emerging Middle East,AZE,NID_NGDP,Azerbaijan,Total investment,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2022 Notes: Data prior to 2001 cannot be confirmed at this time. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: Yes, from 1994 Primary domestic currency: Azerbaijan manat Data last updated: 09/2023",20,24,17,15,2022.0
Emerging Middle East,AZE,PCPIPCH,Azerbaijan,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",3,3,7,14,2022.0
Emerging Middle East,AZE,LP,Azerbaijan,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2022 Notes: Data prior to 2005 cannot be confirmed at this time. Primary domestic currency: Azerbaijan manat Data last updated: 09/2023,10,10,10,10,2022.0
Emerging Middle East,BHR,NGDP,Bahrain,"Gross domestic product, current prices",National currency,Billions,Source: National Statistics Office. Prior to 1990 data are IMF staff estimates Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: No Primary domestic currency: Bahrain dinar Data last updated: 09/2023,15,13,15,17,2022.0
Emerging Middle East,BHR,NGDPD,Bahrain,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",39,35,39,44,2022.0
Emerging Middle East,BHR,PPPEX,Bahrain,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",0,0,0,0,2022.0
Emerging Middle East,BHR,NID_NGDP,Bahrain,Total investment,Percent of GDP,,Source: National Statistics Office. Prior to 1990 data are IMF staff estimates Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: No Primary domestic currency: Bahrain dinar Data last updated: 09/2023,33,35,28,31,2022.0
Emerging Middle East,BHR,LP,Bahrain,Population,Persons,Millions,"Source: National Statistics Office. For data prior to 1990, the source is IFS - International Financial Statistics Latest actual data: 2022 Primary domestic currency: Bahrain dinar Data last updated: 09/2023",1,1,2,2,2022.0
Emerging Middle East,DJI,NGDP,Djibouti,"Gross domestic product, current prices",National currency,Billions,Source: National Statistics Office Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2013 Chain-weighted: No Primary domestic currency: Djibouti franc Data last updated: 09/2023,549,566,602,651,2022.0
Emerging Middle East,DJI,NGDPD,Djibouti,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",3,3,3,4,2022.0
Emerging Middle East,DJI,PPPEX,Djibouti,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",103,103,101,99,2022.0
Emerging Middle East,DJI,NID_NGDP,Djibouti,Total investment,Percent of GDP,,Source: National Statistics Office Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2013 Chain-weighted: No Primary domestic currency: Djibouti franc Data last updated: 09/2023,2,1,31,25,2022.0
Emerging Middle East,DJI,PCPIPCH,Djibouti,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",3,2,1,5,2022.0
Emerging Middle East,DJI,LP,Djibouti,Population,Persons,Millions,"Source: Official population data are not available. Data prior to 1993 are taken from the World Bank World Development Indicators; other data are from U.N. sources, 2022. Latest actual data: 2021 Primary domestic currency: Djibouti franc Data last updated: 09/2023",1,1,1,1,2021.0
Emerging Middle East,EGY,NGDP,Egypt,"Gross domestic product, current prices",National currency,Billions,Source: Ministry of Economy and/or Planning. Ministry of Planning Latest actual data: FY2021/22 Notes: Data prior to 1987 cannot be confirmed by national sources at this time. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices. Data refer to fiscal years Reporting in calendar year: No. Fiscal year data are mapped to calendar year as follows: FY(t-1/t) = CY(t) Start/end months of reporting year: July/June Base year: FY2021/22 Chain-weighted: No Primary domestic currency: Egyptian pound Data last updated: 09/2023,5596,6153,6663,7843,2022.0
Emerging Middle East,EGY,NGDPD,Egypt,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",318,383,423,475,2022.0
Emerging Middle East,EGY,PPPEX,Egypt,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",4,5,5,5,2022.0
Emerging Middle East,EGY,NID_NGDP,Egypt,Total investment,Percent of GDP,,Source: Ministry of Economy and/or Planning. Ministry of Planning Latest actual data: FY2021/22 Notes: Data prior to 1987 cannot be confirmed by national sources at this time. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices. Data refer to fiscal years Reporting in calendar year: No. Fiscal year data are mapped to calendar year as follows: FY(t-1/t) = CY(t) Start/end months of reporting year: July/June Base year: FY2021/22 Chain-weighted: No Primary domestic currency: Egyptian pound Data last updated: 09/2023,20,16,15,17,2022.0
Emerging Middle East,EGY,PCPIPCH,Egypt,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",14,6,5,9,2022.0
Emerging Middle East,EGY,LP,Egypt,Population,Persons,Millions,Source: Central Agency for Public Mobilization and Statistics (CAPMAS) Latest actual data: FY2020/21 Primary domestic currency: Egyptian pound Data last updated: 09/2023,98,101,102,104,2021.0
Emerging Middle East,JOR,NID_NGDP,Jordan,Total investment,Percent of GDP,,Source: National Statistics Office Latest actual data: 2021 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2016 Chain-weighted: No Primary domestic currency: Jordanian dinar Data last updated: 08/2023,19,18,18,16,2021.0
Emerging Middle East,GEO,NGDP,Georgia,"Gross domestic product, current prices",National currency,Billions,"Source: National Statistics Office Latest actual data: 2022 Notes: Data prior to 1996 cannot be confirmed by national sources. Data prior to 2010 are based on staff estimates. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1996 Primary domestic currency: Georgian lari Data last updated: 08/2023",49,49,60,72,2022.0
Emerging Middle East,GEO,NGDPD,Georgia,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",17,16,19,25,2022.0
Emerging Middle East,GEO,PPPEX,Georgia,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",1,1,1,1,2022.0
Emerging Middle East,GEO,NID_NGDP,Georgia,Total investment,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2022 Notes: Data prior to 1996 cannot be confirmed by national sources. Data prior to 2010 are based on staff estimates. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1996 Primary domestic currency: Georgian lari Data last updated: 08/2023",25,24,19,21,2022.0
